mushauri 	DKKD 	1 	z 		mushauri DKKD z 1 . Mushauri munhu anotungamirira vamwe pakuimba, anotanga iye kuimba.
mushereketi 	D- 	1 	z 		mushereketi D- z 1 . Uyu munhu akangwara-ngwara, anofarira kuita twunhu twechitsotsitsotsi.
mushevedzeri 	DKKKD 	1 	z 		mushevedzeri DKKKD z 1 . mushamarari 2 .
mushingi 	DKK 	1 	z 		mushingi DKK z 1 . Mushingi munhu anozvipira mumatambudziko, uye asingadzokeri shure nhando mune zvaada kuita.
mushoma 	D- 	1 	z 		mushoma D- z 1 . Mushoma izwi rinashandiswa nemunhu wechikuru achitaura munhu mudiki kwaari.
mushoperi 	D- 	1 	z 		mushoperi D- z 1 . Uyu munhu anogona kuona nekutaura nevari kumhepo, nekuudza vanhu zvinenge zvichivanetsa zvemidzimu, nezvavangaite kuti nhamo yavo ipere. Uyu munhu anoenda kunobvunza zvamunetsa kumunhu ane chipo chekuziva zvakavandika.
mushopwi 	D- 	1 	z 		mushopwi D- z 1 . Mushopwi munhu anenge arasikirwa nezvinhu zvake zvose.
mushore 	DDK 	1 	z 		mushore DDK z 1 . shuramurove 5 .
mushorikani 	D- 	1 	z 		mushorikani D- z 1 . Uyu munhu wenhando.
mushumairi 	DKKKD 	1 	z 		mushumairi DKKKD z 1 . Uyu munhu anodudzira nekutsinhira shoko raMwari, kunyanya pagungano revanamati.
mushumiri 	DKKD 	1 	z 		mushumiri DKKD z 1 . Uyu munhu anoita zvinodiwa naMwari kana kuti remidzimu.
musikana 	DKKK 	1 	z 		musikana DKKK z 1 . Musikana munhukadzi anenge ava pazera riri pakati pehwana neukuru, asati aroorwa.
musinzwi 	DKK 	1 	z 		musinzwi DKK z 1 . Musinzwi munhu asingateereri zvaanoudzwa nevamwe.
musiyadzasukwa 	DKKKKK 	1 	z 		musiyadzasukwa DKKKKK z 1 . Uyu munhu aofarira doro zvikuru, zvekuti haabve padoro kana risati rapera.
musiyiwa 	DKDK 	1 	z 		musiyiwa masiyiwa DKDK z 1 . Uyu munhu afirwa.
musokeri 	D- 	1 	z 		musokeri D- z 1 . Uyu munhu anogara kunyika isiri yechizvarirwa chake.
musope 	D- 	1 	z 		musope D- z 1 . Musope munhu mutema asi aine ganda jena, rinenge raita kudaro nekuti pane zvinenge zvakanganisika mukukura kwake achiri mudumbu mamai vake. sope 5 .
musori 	DKK 	1 	z 		musori mushori DKK z 1 . Musori munhu anoongorora zviri kuita vamwe kana veimwe nyika, kuti agonoudza vakuru vake.
musuki wematehwe 	D- 	1 	z 		musuki wematehwe D- z 1 . Uyu munhu anoita basa rekukwesha matehwe, achigadzira ganda rinozogadziriswa shangu nemabhegi.
musumi 	DKK 	1 	z 		musumi DKK z 1 . Musumi munhu anogamuchidza mashoko pakati pevanhu vaviri, kana vanodarika.
musunzi 	DKK 	1 	z 		musunzi mushuzhi DKK z 1 . Musunzi munhu anofamba achitsvaka upfu, chibage kana zvimwewo zvingamuraramise. mupemhi 1 .
musvau 	DDK 	1 	z 		musvau DDK z 1 . Musvau munhu anotambura kwazvo. muchena 1, murombo 1 .
musvitsa 	D- 	1 	z 		musvitsa D- z 1 . Musvitsa munhukadzi anenge akapfeka hembe chena, achichata.
musvo 	DK 	1 	z 		musvo musho DK z 1 . Musvo munhu anenge asina kufukidza muviri wake nenhumbi, kana zvimwewo zvingaputira muviri. mushwi 3 . Musvo imbeu yakaita sechibage kana zviyo, painenge yapurwa yabva pana mai vayo. Musvo imari yesimbi yakaparadzana, asi yakawanda.
muswerakuenda 	D- 	1 	z 		muswerakuenda D- z 1 . swerakuenda 1a .
muswerandega 	DDDKD 	1 	z 		muswerandega muswerandoga DDDKD z 1 . Uyu munhu kana mhuka inogara nekufamba yega. mugarandega 1 .
muswinyamombe 	D- 	1 	z 		muswinyamombe D- z 1 . Uyu munhu akasimba zvekuti anokwanisa kusimudza zvinhu zvinorema. mutakuramombe 1 .
mutadzi 	DKK 	1 	z 		mutadzi DKK z 1 . Mutadzi munhu anoita zvakaipa kana kuti zvivi.
mutakati 	D- 	1 	z 		mutakati D- z 1 . Uyu munhu anoroya kana kuuraya vanhu achishandisa mushonga. muroyi 1 .
mutakuramombe 	D- 	1 	z 		mutakuramombe D- z 1 . muswinyamombe 1 .
mutambi 	DKK 	1 	z 		mutambi DKK z 1 . Mutambi munhu anoita zvidavado zvakasiyana-siyana, zvakaita senhabvu, kuti afadze vanhu, sebasa rake kana kuti achivaraidza nguva. Mutambi munhu anogona kushandisa muviri wake, achizunguzira achitevedzera mumhanzi. Mutambi munhu atinosangana naye achiita zvakasiyana-siyana munganonyorwa. Mutambi munhu anotevedzera, mungava mumifananidzo kana zvimwewo, zvinoitwa nemunhu anenge ari murungano.
mutambiri 	DKKD 	1 	z 		mutambiri DKKD z 1 . Uyu munhu anoita basa rekugamuchira vanhu vanenge vachisvika pamutambo kana pahofisi.
mutana 	DDK 	1 	z 		mutana DDK z 1 . Mutana munhurume achembera. mudhara 1a .
mutapi 	DKK 	1 	z 		mutapi DKK z 1 . Mutapi munhu anotora umwe munhu nechisimba, omushandisa semusungwa, sezvinoitwa vanenge vakurirwa muhondo. Mutapi wenhau munhu anofamba achitora nhau dzekuburitsa mumapepa kana munhepfenyuro.
mutapwa 	DKD 	1 	z 		mutapwa mutapwi DKD z 1 . Uyu munhu anenge atorwa nechisimba, ova pasi peumwe munhu semusungwa, sezvinoita vakurirwa muhondo.
mutari 	D- 	1 	z 		mutari D- z 1 . Mutari munhu anoshanyira vanhu vanorwara kana kurwarirwa.
mutariri 	D- 	1 	z 		mutariri D- z 1 . Uyu munhu anochengetedza vanhu kana nzvimbo.
mutasvi 	DKK 	1 	z 		mutasvi DKK z 1 . Mutasvi munhu anoita basa rekukwira mabhiza kana madhongi.
mutate 	DKK 	1 	z 		mutate DKK z 1 . mudhara 1 .
muteedzeri 	D- 	1 	z 		muteedzeri mutevedzeri D- z 1 . Muteedzeri mwana waamai vako waunenge wakaita buda ndibudewo naye. Muteedzeri munhu anenge ari wechipiri kune mukuru wepane imwe nzvimbo. Kana sachigaro asipo, muteedzeri wake ndiye anotungamirira musangano.
muteereri 	D- 	1 	z 		muteereri D- z 1 . Uyu munhu anenge achinzwa zvinenge zvichitaurwa muredhiyo kana mutiivhii.
mutekenyi 	D- 	1 	z 		mutekenyi D- z 1 . Uyu munhu anofambisa chinhu chine injini. Mutekenyi wendege akaburitswa basa, paakaonekwa kuti aityaira akadhakwa. mutyairi 1 . Uyu munhu anoridza mutinhimira wemimhanzi wakasiyana-siyana.
muteketeri 	DKKKD 	1 	z 		muteketeri mudetekeri DKKKD z 1 . Uyu munhu anovamba rwiyo, vamwe vachibvumira. Uyu munhu anopira mashoko kune vari kumhepo, panenge pachipirwa midzimu.
muteketerwi 	DKKKD 	1 	z 		muteketerwi DKKKD z 1 . Uyu munhu anenge achiremekedzwa, anopirwa mashoko kubva kuvanhu vaanotonga kana vedzinza rake, akaita samambo kana mudzimu.
mutekwatekwa 	DKKKK 	1 	z 		mutekwatekwa DKKKK z 1 . Uyu munhu mukuru mukuru, anokudzwa nevamwe.
mutema 	DDK 	1 	z 		mutema DDK z 1 . Mutema munhu ane ganda dema, akaita semuShona kana muNdevere. Vatema vakafararira pasi rose, asi vazhinji vanowanikwa muno muAfrica.
mutenda 	DKK 	1 	z 		mutenda DKK z 1 . Mutenda munhu anenge achirwara, asingakwanise kufamba ega.
mutenderi 	D- 	1 	z 		mutenderi D- z 1 . Uyu munhu anenge achibvumira mune zvimwe zvinhu. Mafata pavakauya muZimbabwe kareko, vaibvumira munhu anenge ari mutenderi muchiKristu chete kuti ave ndiye anopinda zvikoro zvavo.
mutendi 	D- 	1 	z 		mutendi D- z 1 . mutenderi 3 .
mutengesi 	DKKD 	1 	z 		mutengesi DKKD z 1 . Uyu munhu anopa vanhu zvinhu zvaanenge achitengesa, mushure mekunge vamubhadhara. Uyu munhu anoudza muvengi maererano nezvamunenge maronga pachenyu.
mutengi 	DKK 	1 	z 		mutengi DKK z 1 . Mutengi munhu anobhadhara mari kana zvimwe, kuti apiwe zvaanenge achida muchitoro kana kune vanotengesa.
muteveri 	D- 	1 	z 		muteveri D- z 1 . muteedzeri 3 .
muteyi 	DKK 	1 	z 		muteyi DKK z 1 . Muteyi munhu anoshandisa madhibhura, mariva nezvimwewo kubata mhuka.
mutikitivha 	DDKDD 	1 	z 		mutikitivha DDKDD z 1 . Uyu mupurisa asingapfeki yunifomu, anoita basa rokufeya-feya nyaya ari mukati mevanhu, ivo vachingofungawo kuti munhuwo zvake.
mutinhima 	DKKD 	1 	z 		mutinhima DKKD z 1 . Uyu munhu akakura pamhumhu wake uye akagwinya.
mutongi 	DKK 	1 	z 		mutongi DKK z 1 . Mutongi munhu anoongorora nyaya dzedunhu, kana nyika achienzanisa vanhu.
mutorwa 	DKD 	1 	z 		mutorwa DKD z 1 . Mutorwa munhu wausina ukama naye.
mutsikapatinhira 	DDDDKKD 	1 	z 		mutsikapatinhira DDDDKKD z 1 . Uyu munhu akasimba zvekuti anofamba achiita mutsindo.
mutsinhiri 	D- 	1 	z 		mutsinhiri D- z 1 . Uyu munhu anenge achibvumirana nezvinenge zvichitaurwa. Uyu munhu anoimba achibvumira anenge atanga rwiyo. mubvumiri 1 .
mutsivi 	D- 	1 	z 		mutsivi D- z 1 . Mutsivi munhu anotora chinzvimbo cheanenge abva.
mutsvawetsambo 	DKKDD 	1 	z 		mutsvawetsambo DKKDD z 1 . Uyu munhu anenge ari kutanga kuita zvinhu asina kuzvijairira. VanaTafadzwa vatsva vetsambo vanongoonekwa nekuvhaira nemotokari dzichangotengwa.
mutumwa 	DKD 	1 	z 		mutumwa DKD z 1 . Mutumwa munhu anenge arayirwa neshoko kuti anoudza vanhu. Mutumwa mweya wakanaka unoendesa mashoko pasi kuvanhu, achibva kudenga kuna Mwari.
mutungamiri 	DKKKD 	1 	z 		mutungamiri mutungamiriri DKKKD z 1 . Uyu munhu ane chinzvimbo chikuru pabasa. Uyu munhu ane simba rekufambisa nyaya mumba kana pamusha. Uyu munhu anofamba mberi achiratidza vanhu nzvimbo kana nzira.
muturikiri 	DKKKD 	1 	z 		muturikiri DKKKD z 1 . Uyu munhu anoita basa rekupindura zvinhu zviri mune mumwe mutauro achizviisa mune mumwe. Basa remuturikiri rinoda munhu anenge achinyatsonzwisisa zvikuru mitauro inenge ichidiwa, kuti zvinhu zvibude zvakanaka.
muturiri 	DKKD 	1 	z 		muturiri DKKD z 1 . Uyu munhu anopira nyaya mudare.
mutuwende 	DDKK 	1 	z 		mutuwende DDKK z 1 . Uyu munhu anongoswerofamba asingagarewo pamba pake.
mutwi 	DK 	1 	z 		mutwi mushwi DK z 1 . Mutwi munhu asina chaakapfeka pamuviri pake. mushutu 1 .
mutyairi 	D- 	1 	z 		mutyairi D- z 1 . Uyu munhu anofambisa zvinhu zvine mavhiri zvakaita semotokari nengoro kana ndege. mutekenyi 1, dhiraivha 1a .
muumbapasi 	DKKDK 	1 	z 		muumbapasi DKKDK z 1 . musikavanhu 1 .
muutsi 	DKK 	1 	z 		muutsi DKK z 1 . mufudzi 1 .
muuyi 	DKK 	1 	z 		muuyi DKK z 1 . Muuyi munhu anobva kune imwe nzvimbo achisvikogara munyika isiri yake.
muvaki 	DKK 	1 	z 		muvaki DKK z 1 . Muvaki munhu anoita basa rekumisa dzimba kana zvimwe zvinhu achishandisa zvidhina kana zvimwewo zvinhu. Muvaki munhu ane pfungwa nemazano zvinobatsira vamwe vanhu.
muvakidzani 	DKKKD 	1 	z 		muvakidzani DKKKD z 1 . Uyu munhu waunogara pedyo naye munharaunda. Tinokumbidzana munyu nemuvakidzani wangu. mubanzi 1 .
muvambi 	D- 	1 	z 		muvambi D- z 1 . Muvambi munhu anotanga kuita chinhu. mushauri 1 .
muvaraidzi 	DKKKD 	1 	z 		muvaraidzi DKKKD z 1 . Uyu munhu anonyaradza vari mumatambudziko, kana kuti munhu anoita kuti vanhu ava vasasurukirwe nekutaura nyambo.
muvaravandi 	DKKKD 	1 	z 		muvaravandi DKKKD z 1 . Uyu munhu anoita zvinhu zvake muchivande.
muvavariri 	DKKKD 	1 	z 		muvavariri DKKKD z 1 . Uyu munhu anoshingirira kuita chinhu chake, nyangwe zviri kunetsa sei kuti achiite.
muvengi 	DKK 	1 	z 		muvengi DKK z 1 . Muvengi munhu waunenge wakatadzirana naye, zvekuti unenge usingatombodi kumbomuona zvako. musemi 1, mhandu 9 .
muverengi 	D- 	1 	z 		muverengi D- z 1 . Uyu munhu anoita basa rekuverenga zvinhu zvakaita senhau muwairesi.
muvezi 	D- 	1 	z 		muvezi D- z 1 . Muvezi munhu anoshandisa mbezo kana chimwewo chinhu kugadzira zvinhu zvakaita sematafura nezvigaro.
muvhimi 	DKK 	1 	z 		muvhimi DKK z 1 . Muvhimi munhu anotsvaga nekuuraya mhuka dzemusango dzichidyiwa nyama. hombarume 1a .
muvuki 	DKK 	1 	z 		muvuki muuki DKK z 1 . Muvuki munhu anogona kuona zvichaitika. mufemberi 1 .
muvukwa 	DKK 	1 	z 		muvukwa muukwa DKK z 1 . Muvukwa munhu anoenda kunovhunzira kumufemberi.
muwadzanisi 	D- 	1 	z 		muwadzanisi D- z 1 . Uyu munhu anoita kuti vanhu vabatane nekunzwanana. muyananisi 1 .
muwani 	D- 	1 	z 		muwani D- z 1 . Muwani munhurume anenge achichata. musvitsa 1 .
muyananisi 	D- 	1 	z 		muyananisi D- z 1 . muwadzanisi 1 .
muyapi 	DKK 	1 	z 		muyapi DKK z 1 . Muyapi munhu anobatsira vamwe.
muzavazi 	D- 	1 	z 		muzavazi D- z 1 . Uyu munhu anotaura zvikuru, asingazorori.
muzhangariki 	D- 	1 	z 		muzhangariki D- z 1 . Uyu munhu akangwarisa anogara achitaura zvisina kufanira.
muzukuru 	DKKD 	1 	z 		muzukuru DKKD z 1 . Uyu mwana wemwana. Uyu mwana wehanzvadzi. Iri izwi rinoshandiswa nevanhu vechikuru kana vachidaidza kana kutaura nevana vadiki kwavari, vangangoita zera revazukuru vavo ivo.
muzungu 	DDK 	1 	z 		muzungu DDK z 1 . murungu 1 .
muzuwi 	D- 	1 	z 		muzuwi muzuhwi D- z 1 . Muzuwi munhu anotaura chaizvo, kazhinji achizvirumbidza.
muzvare 	DKK 	1 	z 		muzvare DKK z 1 . Muzvare munhukadzi asati aroorwa. Muzvare Shava ndivo chiremba wemhuri yedu. mukunda 1 .
muzvarwa 	DKD 	1 	z 		muzvarwa DKD z 1 . Muzvarwa izita rerukudzo rinoreva munhurume wechidiki achiri jaya.
muzveba 	D- 	1 	z 		muzveba D- z 1 . Muzveba munhurume wechidiki. mujaya 1 .
muzvere 	DKK 	1 	z 		muzvere DKK z 1 . Muzvere mudzimai achangobva kusununguka mwana.
muzvinaguhwa 	DKKKD 	1 	z 		muzvinaguhwa DKKKD z 1 . Uyu munhu anofambisa makuhwa.
mwaiyangu 	DKKK 	1 	z 		mwaiyangu DKKK z 1 . Iri izwi rinoshandiswa kureva kuti shamwari yangu. mabiyangu 1, mwaiyako 1 .
mwamuna 	DKK 	1 	z 		mwamuna DKK z 1 . murume 1 .
mwana 	DK 	1 	z 		mwana DK z 1 . Mwana kachisikwa kanoberekwa nemunhu kana mhuka. Mwana munhu asati ayaruka, anenge achitoda kuriritirwa pane zvose. Mwana izita rinoshandiswa nevanhu vechikuru kureva munhu wese mudiki kwavari, nyangwe asiri wavo wekubereka. Mwana muchero wemuti kana mbesa kana chirimwa. Mwana ndeanopinda muchimai chemakiyi pakukiya nepakukiyinura musiwo.
mwanakomana 	DKDDD 	1 	z 		mwanakomana DKDDD z 1 . Uyu mwana mukomana. ANTONYMS mwanasikana 1.
mwanana 	DKK 	1 	z 		mwanana DKK z 1 . Mwanana mwana mudikidiki.
mwanasikana 	DKDDD 	1 	z 		mwanasikana DKDDD z 1 . Uyu mwana musikana. ANTONYMS mwanakomana 1.
mwanazvare 	DKDD 	1 	z 		mwanazvare mwanazvari DKDD z 1 . Uyu mwana wamambo.
mwaramu 	DKK 	1 	z 		mwaramu muramu DKK z 1 . muramu 1 .
mwene 	DK 	1 	z 		mwene DK z 1 . Kana munhu achinzi mwene wechinhu, zvinoreva kuti chinhu ichocho ndechake. muridzi 3 .
mwenechiro 	DKKD 	1 	z 		mwenechiro DKKD z 1 . mwene 1 .
mwenga 	D- 	1 	z 		mwenga D- z 1 . Mwenga munhukadzi anenge achiroorwa, kana kuti achangosvika mumusha maanenge aroorwa, kana kuti ari kuchata.
mweni 	D- 	1 	z 		mweni mueni D- z 1 . Mweni munhu anenge ashanya pamusha pevanhu. muenzi 1 .
